"Race","Age.Group","Year.of.diagnosis","Sex","Count"
"All","55-59 years","2011-2013","Male and female",295
"All","55-59 years","2011-2013","Male",172
"All","55-59 years","2011-2013","Female",123
"All","55-59 years","2014-2016","Male and female",341
"All","55-59 years","2014-2016","Male",201
"All","55-59 years","2014-2016","Female",140
"All","55-59 years","2014-2016","Male and female",310
"All","55-59 years","2014-2016","Male",188
"All","55-59 years","2014-2016","Female",122
"All","55-59 years","2014-2016","Male and female",370
"All","55-59 years","2014-2016","Male",214
"All","55-59 years","2014-2016","Female",156
"All","55-59 years","2017-2019","Male and female",329
"All","55-59 years","2017-2019","Male",200
"All","55-59 years","2017-2019","Female",129
"All","55-59 years","2017-2019","Male and female",309
"All","55-59 years","2017-2019","Male",190
"All","55-59 years","2017-2019","Female",119
"All","55-59 years","2017-2019","Male and female",348
"All","55-59 years","2017-2019","Male",223
"All","55-59 years","2017-2019","Female",125
"All","60-64 years","1975-2019","Male and female",11982
"All","60-64 years","1975-2019","Male",7372
"All","60-64 years","1975-2019","Female",4610
"All","60-64 years","1975-1977","Male and female",188
"All","60-64 years","1975-1977","Male",107
"All","60-64 years","1975-1977","Female",81
"All","60-64 years","1975-1977","Male and female",218
"All","60-64 years","1975-1977","Male",137
"All","60-64 years","1975-1977","Female",81
"All","60-64 years","1975-1977","Male and female",178
"All","60-64 years","1975-1977","Male",101
"All","60-64 years","1975-1977","Female",77
"All","60-64 years","1978-1980","Male and female",160
"All","60-64 years","1978-1980","Male",94
"All","60-64 years","1978-1980","Female",66
"All","60-64 years","1978-1980","Male and female",157
"All","60-64 years","1978-1980","Male",103
"All","60-64 years","1978-1980","Female",54
"All","60-64 years","1978-1980","Male and female",199
"All","60-64 years","1978-1980","Male",120
"All","60-64 years","1978-1980","Female",79
"All","60-64 years","1981-1983","Male and female",172
"All","60-64 years","1981-1983","Male",120
"All","60-64 years","1981-1983","Female",52
"All","60-64 years","1981-1983","Male and female",184
"All","60-64 years","1981-1983","Male",130
"All","60-64 years","1981-1983","Female",54
"All","60-64 years","1981-1983","Male and female",198
"All","60-64 years","1981-1983","Male",113
"All","60-64 years","1981-1983","Female",85
"All","60-64 years","1984-1986","Male and female",223
"All","60-64 years","1984-1986","Male",126
"All","60-64 years","1984-1986","Female",97
"All","60-64 years","1984-1986","Male and female",217
"All","60-64 years","1984-1986","Male",136
"All","60-64 years","1984-1986","Female",81
"All","60-64 years","1984-1986","Male and female",179
"All","60-64 years","1984-1986","Male",110
"All","60-64 years","1984-1986","Female",69
"All","60-64 years","1987-1989","Male and female",213
"All","60-64 years","1987-1989","Male",127
"All","60-64 years","1987-1989","Female",86
"All","60-64 years","1987-1989","Male and female",180
"All","60-64 years","1987-1989","Male",104
"All","60-64 years","1987-1989","Female",76
"All","60-64 years","1987-1989","Male and female",192
"All","60-64 years","1987-1989","Male",117
"All","60-64 years","1987-1989","Female",75
"All","60-64 years","1990-1992","Male and female",205
"All","60-64 years","1990-1992","Male",141
"All","60-64 years","1990-1992","Female",64
"All","60-64 years","1990-1992","Male and female",193
"All","60-64 years","1990-1992","Male",124
"All","60-64 years","1990-1992","Female",69
"All","60-64 years","1990-1992","Male and female",202
"All","60-64 years","1990-1992","Male",123
"All","60-64 years","1990-1992","Female",79
"All","60-64 years","1993-1995","Male and female",213
"All","60-64 years","1993-1995","Male",128
"All","60-64 years","1993-1995","Female",85
"All","60-64 years","1993-1995","Male and female",204
"All","60-64 years","1993-1995","Male",133
"All","60-64 years","1993-1995","Female",71
"All","60-64 years","1993-1995","Male and female",204
"All","60-64 years","1993-1995","Male",125
"All","60-64 years","1993-1995","Female",79
"All","60-64 years","1996-1998","Male and female",215
"All","60-64 years","1996-1998","Male",130
"All","60-64 years","1996-1998","Female",85
"All","60-64 years","1996-1998","Male and female",197
"All","60-64 years","1996-1998","Male",125
"All","60-64 years","1996-1998","Female",72
"All","60-64 years","1996-1998","Male and female",198
"All","60-64 years","1996-1998","Male",114
"All","60-64 years","1996-1998","Female",84
"All","60-64 years","1999-2001","Male and female",217
"All","60-64 years","1999-2001","Male",142
"All","60-64 years","1999-2001","Female",75
"All","60-64 years","1999-2001","Male and female",217
"All","60-64 years","1999-2001","Male",142
"All","60-64 years","1999-2001","Female",75
"All","60-64 years","1999-2001","Male and female",246
"All","60-64 years","1999-2001","Male",166
"All","60-64 years","1999-2001","Female",80
"All","60-64 years","2002-2004","Male and female",251
"All","60-64 years","2002-2004","Male",153
"All","60-64 years","2002-2004","Female",98
"All","60-64 years","2002-2004","Male and female",261
"All","60-64 years","2002-2004","Male",171
"All","60-64 years","2002-2004","Female",90
"All","60-64 years","2002-2004","Male and female",266
"All","60-64 years","2002-2004","Male",173
"All","60-64 years","2002-2004","Female",93
"All","60-64 years","2005-2007","Male and female",275
"All","60-64 years","2005-2007","Male",163
"All","60-64 years","2005-2007","Female",112
"All","60-64 years","2005-2007","Male and female",303
"All","60-64 years","2005-2007","Male",180
"All","60-64 years","2005-2007","Female",123
"All","60-64 years","2005-2007","Male and female",309
"All","60-64 years","2005-2007","Male",181
"All","60-64 years","2005-2007","Female",128
"All","60-64 years","2008-2010","Male and female",327
"All","60-64 years","2008-2010","Male",208
"All","60-64 years","2008-2010","Female",119
"All","60-64 years","2008-2010","Male and female",356
"All","60-64 years","2008-2010","Male",225
"All","60-64 years","2008-2010","Female",131
"All","60-64 years","2008-2010","Male and female",418
"All","60-64 years","2008-2010","Male",243
"All","60-64 years","2008-2010","Female",175
"All","60-64 years","2011-2013","Male and female",432
"All","60-64 years","2011-2013","Male",269
"All","60-64 years","2011-2013","Female",163
"All","60-64 years","2011-2013","Male and female",410
"All","60-64 years","2011-2013","Male",249
"All","60-64 years","2011-2013","Female",161
"All","60-64 years","2011-2013","Male and female",442
"All","60-64 years","2011-2013","Male",261
"All","60-64 years","2011-2013","Female",181
"All","60-64 years","2014-2016","Male and female",438
"All","60-64 years","2014-2016","Male",269
"All","60-64 years","2014-2016","Female",169
"All","60-64 years","2014-2016","Male and female",445
"All","60-64 years","2014-2016","Male",258
"All","60-64 years","2014-2016","Female",187
"All","60-64 years","2014-2016","Male and female",447
"All","60-64 years","2014-2016","Male",289
"All","60-64 years","2014-2016","Female",158
"All","60-64 years","2017-2019","Male and female",410
"All","60-64 years","2017-2019","Male",252
"All","60-64 years","2017-2019","Female",158
"All","60-64 years","2017-2019","Male and female",407
"All","60-64 years","2017-2019","Male",246
"All","60-64 years","2017-2019","Female",161
"All","60-64 years","2017-2019","Male and female",416
"All","60-64 years","2017-2019","Male",244
"All","60-64 years","2017-2019","Female",172
"All","65-69 years","1975-2019","Male and female",14405
"All","65-69 years","1975-2019","Male",8838
"All","65-69 years","1975-2019","Female",5567
"All","65-69 years","1975-1977","Male and female",207
"All","65-69 years","1975-1977","Male",118
"All","65-69 years","1975-1977","Female",89
"All","65-69 years","1975-1977","Male and female",187
"All","65-69 years","1975-1977","Male",103
"All","65-69 years","1975-1977","Female",84
"All","65-69 years","1975-1977","Male and female",200
"All","65-69 years","1975-1977","Male",114
"All","65-69 years","1975-1977","Female",86
"All","65-69 years","1978-1980","Male and female",210
"All","65-69 years","1978-1980","Male",135
"All","65-69 years","1978-1980","Female",75
"All","65-69 years","1978-1980","Male and female",176
"All","65-69 years","1978-1980","Male",110
"All","65-69 years","1978-1980","Female",66
"All","65-69 years","1978-1980","Male and female",225
"All","65-69 years","1978-1980","Male",137
"All","65-69 years","1978-1980","Female",88
"All","65-69 years","1981-1983","Male and female",241
"All","65-69 years","1981-1983","Male",136
"All","65-69 years","1981-1983","Female",105
"All","65-69 years","1981-1983","Male and female",239
"All","65-69 years","1981-1983","Male",148
"All","65-69 years","1981-1983","Female",91
"All","65-69 years","1981-1983","Male and female",230
"All","65-69 years","1981-1983","Male",144
"All","65-69 years","1981-1983","Female",86
"All","65-69 years","1984-1986","Male and female",222
"All","65-69 years","1984-1986","Male",140
"All","65-69 years","1984-1986","Female",82
"All","65-69 years","1984-1986","Male and female",264
"All","65-69 years","1984-1986","Male",151
"All","65-69 years","1984-1986","Female",113
"All","65-69 years","1984-1986","Male and female",261
"All","65-69 years","1984-1986","Male",161
"All","65-69 years","1984-1986","Female",100
"All","65-69 years","1987-1989","Male and female",254
"All","65-69 years","1987-1989","Male",164
"All","65-69 years","1987-1989","Female",90
"All","65-69 years","1987-1989","Male and female",260
"All","65-69 years","1987-1989","Male",163
"All","65-69 years","1987-1989","Female",97
"All","65-69 years","1987-1989","Male and female",278
"All","65-69 years","1987-1989","Male",171
"All","65-69 years","1987-1989","Female",107
"All","65-69 years","1990-1992","Male and female",269
"All","65-69 years","1990-1992","Male",166
"All","65-69 years","1990-1992","Female",103
"All","65-69 years","1990-1992","Male and female",258
"All","65-69 years","1990-1992","Male",158
"All","65-69 years","1990-1992","Female",100
"All","65-69 years","1990-1992","Male and female",287
"All","65-69 years","1990-1992","Male",171
"All","65-69 years","1990-1992","Female",116
"All","65-69 years","1993-1995","Male and female",286
"All","65-69 years","1993-1995","Male",162
"All","65-69 years","1993-1995","Female",124
"All","65-69 years","1993-1995","Male and female",273
"All","65-69 years","1993-1995","Male",175
"All","65-69 years","1993-1995","Female",98
"All","65-69 years","1993-1995","Male and female",268
"All","65-69 years","1993-1995","Male",158
"All","65-69 years","1993-1995","Female",110
"All","65-69 years","1996-1998","Male and female",292
"All","65-69 years","1996-1998","Male",175
"All","65-69 years","1996-1998","Female",117
"All","65-69 years","1996-1998","Male and female",300
"All","65-69 years","1996-1998","Male",190
"All","65-69 years","1996-1998","Female",110
"All","65-69 years","1996-1998","Male and female",282
"All","65-69 years","1996-1998","Male",169
"All","65-69 years","1996-1998","Female",113
"All","65-69 years","1999-2001","Male and female",221
"All","65-69 years","1999-2001","Male",141
"All","65-69 years","1999-2001","Female",80
"All","65-69 years","1999-2001","Male and female",279
"All","65-69 years","1999-2001","Male",173
"All","65-69 years","1999-2001","Female",106
"All","65-69 years","1999-2001","Male and female",282
"All","65-69 years","1999-2001","Male",166
"All","65-69 years","1999-2001","Female",116
"All","65-69 years","2002-2004","Male and female",289
"All","65-69 years","2002-2004","Male",191
"All","65-69 years","2002-2004","Female",98
"All","65-69 years","2002-2004","Male and female",318
"All","65-69 years","2002-2004","Male",191
"All","65-69 years","2002-2004","Female",127
"All","65-69 years","2002-2004","Male and female",306
"All","65-69 years","2002-2004","Male",192
"All","65-69 years","2002-2004","Female",114
"All","65-69 years","2005-2007","Male and female",298
"All","65-69 years","2005-2007","Male",191
"All","65-69 years","2005-2007","Female",107
"All","65-69 years","2005-2007","Male and female",307
"All","65-69 years","2005-2007","Male",173
"All","65-69 years","2005-2007","Female",134
"All","65-69 years","2005-2007","Male and female",320
"All","65-69 years","2005-2007","Male",198
"All","65-69 years","2005-2007","Female",122
"All","65-69 years","2008-2010","Male and female",357
"All","65-69 years","2008-2010","Male",227
"All","65-69 years","2008-2010","Female",130
"All","65-69 years","2008-2010","Male and female",345
"All","65-69 years","2008-2010","Male",200
"All","65-69 years","2008-2010","Female",145
"All","65-69 years","2008-2010","Male and female",463
"All","65-69 years","2008-2010","Male",289
"All","65-69 years","2008-2010","Female",174
"All","65-69 years","2011-2013","Male and female",449
"All","65-69 years","2011-2013","Male",273
"All","65-69 years","2011-2013","Female",176
"All","65-69 years","2011-2013","Male and female",490
"All","65-69 years","2011-2013","Male",320
"All","65-69 years","2011-2013","Female",170
"All","65-69 years","2011-2013","Male and female",490
"All","65-69 years","2011-2013","Male",304
"All","65-69 years","2011-2013","Female",186
"All","65-69 years","2014-2016","Male and female",512
"All","65-69 years","2014-2016","Male",335
"All","65-69 years","2014-2016","Female",177
"All","65-69 years","2014-2016","Male and female",530
"All","65-69 years","2014-2016","Male",327
"All","65-69 years","2014-2016","Female",203
"All","65-69 years","2014-2016","Male and female",573
"All","65-69 years","2014-2016","Male",365
