Race,Age.Group,Year.of.Death,Sex,State,Count
White,00 years,2016-2020,Male,Kentucky, 
White,00 years,2016-2020,Male,Louisiana, 
White,00 years,2016-2020,Male,Massachusetts, 
White,00 years,2016-2020,Male,New Jersey, 
White,00 years,2016-2020,Male,New Mexico, 
White,00 years,2016-2020,Male,New York, 
White,00 years,2016-2020,Male,Texas, 
White,00 years,2016-2020,Male,Utah, 
White,00 years,2016-2020,Male,Washington, 
White,00 years,2016-2020,Female,Arizona, 
White,00 years,2016-2020,Female,California, 
White,00 years,2016-2020,Female,Connecticut, 
White,00 years,2016-2020,Female,Georgia, 
White,00 years,2016-2020,Female,Illinois, 
White,00 years,2016-2020,Female,Iowa, 
White,00 years,2016-2020,Female,Kentucky, 
White,00 years,2016-2020,Female,Louisiana, 
White,00 years,2016-2020,Female,Massachusetts, 
White,00 years,2016-2020,Female,New Jersey, 
White,00 years,2016-2020,Female,New Mexico, 
White,00 years,2016-2020,Female,New York, 
White,00 years,2016-2020,Female,Texas, 
White,00 years,2016-2020,Female,Utah, 
White,00 years,2016-2020,Female,Washington, 
White,01-04 years,1969-2019,Male and female,Arizona,146
White,01-04 years,1969-2019,Male and female,California,980
White,01-04 years,1969-2019,Male and female,Connecticut,79
White,01-04 years,1969-2019,Male and female,Georgia,148
White,01-04 years,1969-2019,Male and female,Illinois,355
White,01-04 years,1969-2019,Male and female,Iowa,124
White,01-04 years,1969-2019,Male and female,Kentucky,109
White,01-04 years,1969-2019,Male and female,Louisiana,91
White,01-04 years,1969-2019,Male and female,Massachusetts,198
White,01-04 years,1969-2019,Male and female,New Jersey,229
White,01-04 years,1969-2019,Male and female,New Mexico,49
White,01-04 years,1969-2019,Male and female,New York,534
White,01-04 years,1969-2019,Male and female,Texas,715
White,01-04 years,1969-2019,Male and female,Utah,88
White,01-04 years,1969-2019,Male and female,Washington,156
White,01-04 years,1969-2019,Male,Arizona,85
White,01-04 years,1969-2019,Male,California,537
White,01-04 years,1969-2019,Male,Connecticut,48
White,01-04 years,1969-2019,Male,Georgia,82
White,01-04 years,1969-2019,Male,Illinois,187
White,01-04 years,1969-2019,Male,Iowa,67
White,01-04 years,1969-2019,Male,Kentucky,64
White,01-04 years,1969-2019,Male,Louisiana,53
White,01-04 years,1969-2019,Male,Massachusetts,110
White,01-04 years,1969-2019,Male,New Jersey,126
White,01-04 years,1969-2019,Male,New Mexico,26
White,01-04 years,1969-2019,Male,New York,290
White,01-04 years,1969-2019,Male,Texas,411
White,01-04 years,1969-2019,Male,Utah,50
White,01-04 years,1969-2019,Male,Washington,88
White,01-04 years,1969-2019,Female,Arizona,61
White,01-04 years,1969-2019,Female,California,443
White,01-04 years,1969-2019,Female,Connecticut,31
White,01-04 years,1969-2019,Female,Georgia,66
White,01-04 years,1969-2019,Female,Illinois,168
White,01-04 years,1969-2019,Female,Iowa,57
White,01-04 years,1969-2019,Female,Kentucky,45
White,01-04 years,1969-2019,Female,Louisiana,38
White,01-04 years,1969-2019,Female,Massachusetts,88
White,01-04 years,1969-2019,Female,New Jersey,103
White,01-04 years,1969-2019,Female,New Mexico,23
White,01-04 years,1969-2019,Female,New York,244
White,01-04 years,1969-2019,Female,Texas,304
White,01-04 years,1969-2019,Female,Utah,38
White,01-04 years,1969-2019,Female,Washington,68
White,01-04 years,1969-1971,Male and female,Arizona, 
White,01-04 years,1969-1971,Male and female,California,131
White,01-04 years,1969-1971,Male and female,Connecticut, 
White,01-04 years,1969-1971,Male and female,Georgia,19
White,01-04 years,1969-1971,Male and female,Illinois,66
White,01-04 years,1969-1971,Male and female,Iowa,24
White,01-04 years,1969-1971,Male and female,Kentucky,17
White,01-04 years,1969-1971,Male and female,Louisiana,17
White,01-04 years,1969-1971,Male and female,Massachusetts,42
White,01-04 years,1969-1971,Male and female,New Jersey,38
White,01-04 years,1969-1971,Male and female,New Mexico, 
White,01-04 years,1969-1971,Male and female,New York,102
White,01-04 years,1969-1971,Male and female,Texas,81
White,01-04 years,1969-1971,Male and female,Utah,15
White,01-04 years,1969-1971,Male and female,Washington,28
White,01-04 years,1969-1971,Male,Arizona, 
White,01-04 years,1969-1971,Male,California,75
White,01-04 years,1969-1971,Male,Connecticut, 
White,01-04 years,1969-1971,Male,Georgia,12
White,01-04 years,1969-1971,Male,Illinois,37
White,01-04 years,1969-1971,Male,Iowa,13
White,01-04 years,1969-1971,Male,Kentucky, 
White,01-04 years,1969-1971,Male,Louisiana,12
White,01-04 years,1969-1971,Male,Massachusetts,25
White,01-04 years,1969-1971,Male,New Jersey,28
White,01-04 years,1969-1971,Male,New Mexico, 
White,01-04 years,1969-1971,Male,New York,54
White,01-04 years,1969-1971,Male,Texas,40
White,01-04 years,1969-1971,Male,Utah, 
White,01-04 years,1969-1971,Male,Washington,12
White,01-04 years,1969-1971,Female,Arizona, 
White,01-04 years,1969-1971,Female,California,56
White,01-04 years,1969-1971,Female,Connecticut, 
White,01-04 years,1969-1971,Female,Georgia, 
White,01-04 years,1969-1971,Female,Illinois,29
White,01-04 years,1969-1971,Female,Iowa,11
White,01-04 years,1969-1971,Female,Kentucky, 
White,01-04 years,1969-1971,Female,Louisiana, 
White,01-04 years,1969-1971,Female,Massachusetts,17
White,01-04 years,1969-1971,Female,New Jersey,10
White,01-04 years,1969-1971,Female,New Mexico, 
White,01-04 years,1969-1971,Female,New York,48
White,01-04 years,1969-1971,Female,Texas,41
White,01-04 years,1969-1971,Female,Utah, 
White,01-04 years,1969-1971,Female,Washington,16
White,01-04 years,1972-1974,Male and female,Arizona,12
White,01-04 years,1972-1974,Male and female,California,66
White,01-04 years,1972-1974,Male and female,Connecticut,18
White,01-04 years,1972-1974,Male and female,Georgia,14
White,01-04 years,1972-1974,Male and female,Illinois,47
White,01-04 years,1972-1974,Male and female,Iowa,17
White,01-04 years,1972-1974,Male and female,Kentucky,17
White,01-04 years,1972-1974,Male and female,Louisiana,17
White,01-04 years,1972-1974,Male and female,Massachusetts,25
White,01-04 years,1972-1974,Male and female,New Jersey,35
White,01-04 years,1972-1974,Male and female,New Mexico, 
White,01-04 years,1972-1974,Male and female,New York,77
White,01-04 years,1972-1974,Male and female,Texas,58
White,01-04 years,1972-1974,Male and female,Utah, 
White,01-04 years,1972-1974,Male and female,Washington,14
White,01-04 years,1972-1974,Male,Arizona, 
White,01-04 years,1972-1974,Male,California,38
White,01-04 years,1972-1974,Male,Connecticut,14
White,01-04 years,1972-1974,Male,Georgia,10
White,01-04 years,1972-1974,Male,Illinois,33
White,01-04 years,1972-1974,Male,Iowa, 
White,01-04 years,1972-1974,Male,Kentucky,13
White,01-04 years,1972-1974,Male,Louisiana, 
White,01-04 years,1972-1974,Male,Massachusetts,15
White,01-04 years,1972-1974,Male,New Jersey,17
White,01-04 years,1972-1974,Male,New Mexico, 
White,01-04 years,1972-1974,Male,New York,49
White,01-04 years,1972-1974,Male,Texas,31
White,01-04 years,1972-1974,Male,Utah, 
White,01-04 years,1972-1974,Male,Washington, 
White,01-04 years,1972-1974,Female,Arizona, 
White,01-04 years,1972-1974,Female,California,28
White,01-04 years,1972-1974,Female,Connecticut, 
White,01-04 years,1972-1974,Female,Georgia, 
White,01-04 years,1972-1974,Female,Illinois,14
White,01-04 years,1972-1974,Female,Iowa,10
White,01-04 years,1972-1974,Female,Kentucky, 
White,01-04 years,1972-1974,Female,Louisiana, 
White,01-04 years,1972-1974,Female,Massachusetts,10
White,01-04 years,1972-1974,Female,New Jersey,18
White,01-04 years,1972-1974,Female,New Mexico, 
White,01-04 years,1972-1974,Female,New York,28
White,01-04 years,1972-1974,Female,Texas,27
White,01-04 years,1972-1974,Female,Utah, 
White,01-04 years,1972-1974,Female,Washington, 
White,01-04 years,1975-1977,Male and female,Arizona,15
White,01-04 years,1975-1977,Male and female,California,72
White,01-04 years,1975-1977,Male and female,Connecticut, 
White,01-04 years,1975-1977,Male and female,Georgia,18
White,01-04 years,1975-1977,Male and female,Illinois,31
White,01-04 years,1975-1977,Male and female,Iowa,12
White,01-04 years,1975-1977,Male and female,Kentucky, 
White,01-04 years,1975-1977,Male and female,Louisiana, 
White,01-04 years,1975-1977,Male and female,Massachusetts,16
White,01-04 years,1975-1977,Male and female,New Jersey,12
White,01-04 years,1975-1977,Male and female,New Mexico, 
White,01-04 years,1975-1977,Male and female,New York,49
White,01-04 years,1975-1977,Male and female,Texas,54
White,01-04 years,1975-1977,Male and female,Utah,10
White,01-04 years,1975-1977,Male and female,Washington, 
White,01-04 years,1975-1977,Male,Arizona, 
White,01-04 years,1975-1977,Male,California,38
White,01-04 years,1975-1977,Male,Connecticut, 
White,01-04 years,1975-1977,Male,Georgia,13
White,01-04 years,1975-1977,Male,Illinois,15
White,01-04 years,1975-1977,Male,Iowa, 
White,01-04 years,1975-1977,Male,Kentucky, 
White,01-04 years,1975-1977,Male,Louisiana, 
White,01-04 years,1975-1977,Male,Massachusetts,11
White,01-04 years,1975-1977,Male,New Jersey, 
White,01-04 years,1975-1977,Male,New Mexico, 
White,01-04 years,1975-1977,Male,New York,27
White,01-04 years,1975-1977,Male,Texas,31
White,01-04 years,1975-1977,Male,Utah, 
White,01-04 years,1975-1977,Male,Washington, 
White,01-04 years,1975-1977,Female,Arizona, 
White,01-04 years,1975-1977,Female,California,34
White,01-04 years,1975-1977,Female,Connecticut, 
White,01-04 years,1975-1977,Female,Georgia, 
White,01-04 years,1975-1977,Female,Illinois,16
White,01-04 years,1975-1977,Female,Iowa, 
White,01-04 years,1975-1977,Female,Kentucky, 
White,01-04 years,1975-1977,Female,Louisiana, 
White,01-04 years,1975-1977,Female,Massachusetts, 
White,01-04 years,1975-1977,Female,New Jersey, 
White,01-04 years,1975-1977,Female,New Mexico, 
White,01-04 years,1975-1977,Female,New York,22
White,01-04 years,1975-1977,Female,Texas,23
White,01-04 years,1975-1977,Female,Utah, 
White,01-04 years,1975-1977,Female,Washington, 
White,01-04 years,1978-1980,Male and female,Arizona, 
White,01-04 years,1978-1980,Male and female,California,56
White,01-04 years,1978-1980,Male and female,Connecticut, 
White,01-04 years,1978-1980,Male and female,Georgia, 
White,01-04 years,1978-1980,Male and female,Illinois,28
White,01-04 years,1978-1980,Male and female,Iowa, 
White,01-04 years,1978-1980,Male and female,Kentucky, 
White,01-04 years,1978-1980,Male and female,Louisiana, 
White,01-04 years,1978-1980,Male and female,Massachusetts,10
White,01-04 years,1978-1980,Male and female,New Jersey,16
White,01-04 years,1978-1980,Male and female,New Mexico, 
White,01-04 years,1978-1980,Male and female,New York,32
White,01-04 years,1978-1980,Male and female,Texas,50
White,01-04 years,1978-1980,Male and female,Utah, 
White,01-04 years,1978-1980,Male and female,Washington,14
White,01-04 years,1978-1980,Male,Arizona, 
White,01-04 years,1978-1980,Male,California,32
White,01-04 years,1978-1980,Male,Connecticut, 
White,01-04 years,1978-1980,Male,Georgia, 
White,01-04 years,1978-1980,Male,Illinois,13
White,01-04 years,1978-1980,Male,Iowa, 
White,01-04 years,1978-1980,Male,Kentucky, 
White,01-04 years,1978-1980,Male,Louisiana, 
White,01-04 years,1978-1980,Male,Massachusetts, 
White,01-04 years,1978-1980,Male,New Jersey,11
White,01-04 years,1978-1980,Male,New Mexico, 
White,01-04 years,1978-1980,Male,New York,13
White,01-04 years,1978-1980,Male,Texas,29
White,01-04 years,1978-1980,Male,Utah, 
White,01-04 years,1978-1980,Male,Washington, 
White,01-04 years,1978-1980,Female,Arizona, 
White,01-04 years,1978-1980,Female,California,24
White,01-04 years,1978-1980,Female,Connecticut, 
White,01-04 years,1978-1980,Female,Georgia, 
White,01-04 years,1978-1980,Female,Illinois,15
White,01-04 years,1978-1980,Female,Iowa, 
White,01-04 years,1978-1980,Female,Kentucky, 
White,01-04 years,1978-1980,Female,Louisiana, 
White,01-04 years,1978-1980,Female,Massachusetts, 
White,01-04 years,1978-1980,Female,New Jersey, 
White,01-04 years,1978-1980,Female,New Mexico, 
White,01-04 years,1978-1980,Female,New York,19
White,01-04 years,1978-1980,Female,Texas,21
White,01-04 years,1978-1980,Female,Utah, 
White,01-04 years,1978-1980,Female,Washington, 
White,01-04 years,1981-1983,Male and female,Arizona,10
White,01-04 years,1981-1983,Male and female,California,63
White,01-04 years,1981-1983,Male and female,Connecticut, 
White,01-04 years,1981-1983,Male and female,Georgia, 
White,01-04 years,1981-1983,Male and female,Illinois,33
White,01-04 years,1981-1983,Male and female,Iowa,12
White,01-04 years,1981-1983,Male and female,Kentucky, 
White,01-04 years,1981-1983,Male and female,Louisiana, 
White,01-04 years,1981-1983,Male and female,Massachusetts,24
White,01-04 years,1981-1983,Male and female,New Jersey,13
White,01-04 years,1981-1983,Male and female,New Mexico, 
White,01-04 years,1981-1983,Male and female,New York,41
White,01-04 years,1981-1983,Male and female,Texas,50
White,01-04 years,1981-1983,Male and female,Utah, 
White,01-04 years,1981-1983,Male and female,Washington,12
White,01-04 years,1981-1983,Male,Arizona, 
White,01-04 years,1981-1983,Male,California,31
White,01-04 years,1981-1983,Male,Connecticut, 
White,01-04 years,1981-1983,Male,Georgia, 
White,01-04 years,1981-1983,Male,Illinois,11
White,01-04 years,1981-1983,Male,Iowa, 
White,01-04 years,1981-1983,Male,Kentucky, 
White,01-04 years,1981-1983,Male,Louisiana, 
White,01-04 years,1981-1983,Male,Massachusetts,17
White,01-04 years,1981-1983,Male,New Jersey, 
White,01-04 years,1981-1983,Male,New Mexico, 
White,01-04 years,1981-1983,Male,New York,24
White,01-04 years,1981-1983,Male,Texas,34
White,01-04 years,1981-1983,Male,Utah, 
White,01-04 years,1981-1983,Male,Washington, 
White,01-04 years,1981-1983,Female,Arizona, 
White,01-04 years,1981-1983,Female,California,32
White,01-04 years,1981-1983,Female,Connecticut, 
White,01-04 years,1981-1983,Female,Georgia, 
White,01-04 years,1981-1983,Female,Illinois,22
White,01-04 years,1981-1983,Female,Iowa, 
White,01-04 years,1981-1983,Female,Kentucky, 
White,01-04 years,1981-1983,Female,Louisiana, 
White,01-04 years,1981-1983,Female,Massachusetts, 
White,01-04 years,1981-1983,Female,New Jersey, 
White,01-04 years,1981-1983,Female,New Mexico, 
White,01-04 years,1981-1983,Female,New York,17
White,01-04 years,1981-1983,Female,Texas,16
White,01-04 years,1981-1983,Female,Utah, 
White,01-04 years,1981-1983,Female,Washington, 
White,01-04 years,1984-1986,Male and female,Arizona,11
White,01-04 years,1984-1986,Male and female,California,61
White,01-04 years,1984-1986,Male and female,Connecticut,11
White,01-04 years,1984-1986,Male and female,Georgia,11
White,01-04 years,1984-1986,Male and female,Illinois,20
White,01-04 years,1984-1986,Male and female,Iowa, 
White,01-04 years,1984-1986,Male and female,Kentucky, 
White,01-04 years,1984-1986,Male and female,Louisiana, 
White,01-04 years,1984-1986,Male and female,Massachusetts, 
White,01-04 years,1984-1986,Male and female,New Jersey,15
White,01-04 years,1984-1986,Male and female,New Mexico, 
White,01-04 years,1984-1986,Male and female,New York,28
White,01-04 years,1984-1986,Male and female,Texas,46
White,01-04 years,1984-1986,Male and female,Utah, 
White,01-04 years,1984-1986,Male and female,Washington,10
White,01-04 years,1984-1986,Male,Arizona, 
White,01-04 years,1984-1986,Male,California,36
White,01-04 years,1984-1986,Male,Connecticut, 
White,01-04 years,1984-1986,Male,Georgia, 
White,01-04 years,1984-1986,Male,Illinois, 
White,01-04 years,1984-1986,Male,Iowa, 
White,01-04 years,1984-1986,Male,Kentucky, 
White,01-04 years,1984-1986,Male,Louisiana, 
White,01-04 years,1984-1986,Male,Massachusetts, 
White,01-04 years,1984-1986,Male,New Jersey,10
White,01-04 years,1984-1986,Male,New Mexico, 
White,01-04 years,1984-1986,Male,New York,15
White,01-04 years,1984-1986,Male,Texas,32
White,01-04 years,1984-1986,Male,Utah, 
White,01-04 years,1984-1986,Male,Washington, 
White,01-04 years,1984-1986,Female,Arizona, 
